filename,width,height,class,xmin,ymin,xmax,ymax
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Acne,356,386,370,396
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Acne,341,412,353,422
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Acne,346,300,354,307
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Acne,353,441,363,447
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Acne,309,475,321,483
609_jpg.rf.dba02dcc996341b104bc638fe0f639cb.jpg,640,640,Wrinkles,183,347,213,354
levle1_461_jpg.rf.dc8b996be114002b07c7d0f741705cd5.jpg,640,640,Acne,185,425,233,462
2973A28100000578-0-image-m-194_1433782669849_jpg.rf.dc179822fa269af29556ad0a61d151ab.jpg,640,640,Skin-Redness,345,319,499,433
2973A28100000578-0-image-m-194_1433782669849_jpg.rf.dc179822fa269af29556ad0a61d151ab.jpg,640,640,Skin-Redness,105,336,245,433
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,474,405,516,445
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,449,449,480,472
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,429,454,458,481
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,467,461,497,485
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,448,479,479,508
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,412,493,451,522
levle1_524_jpg.rf.dd32cacf6233725f7a0edf3d8e43ac1a.jpg,640,640,Acne,428,542,459,562
kering_-121-_jpg.rf.de14c84169ed57578f59c5e0c5e81c5a.jpg,640,640,Dry-Skin,226,193,348,281
Image_42_jpg.rf.dc949a8458139ec9b2240d66aa65a698.jpg,640,640,Dry-Skin,6,45,444,640
dry-147-_jpg.rf.de28358b4ad9f60db56182ff53caf482.jpg,640,640,Dry-Skin,71,68,545,608
Kering-24-_jpeg.rf.dbe0aea65f68a278fa9beb60427cf2d8.jpg,640,640,Dry-Skin,158,306,188,358
Kering-24-_jpeg.rf.dbe0aea65f68a278fa9beb60427cf2d8.jpg,640,640,Dry-Skin,377,375,455,463
Kering-24-_jpeg.rf.dbe0aea65f68a278fa9beb60427cf2d8.jpg,640,640,Dry-Skin,225,370,295,415
Kering-24-_jpeg.rf.dbe0aea65f68a278fa9beb60427cf2d8.jpg,640,640,Dry-Skin,200,395,243,463
Kering-24-_jpeg.rf.dbe0aea65f68a278fa9beb60427cf2d8.jpg,640,640,Dry-Skin,217,52,274,118
Image_82_jpg.rf.dc07396c7d5c5afd05512a28098ee2a0.jpg,640,640,Oily-Skin,349,84,379,144
Image_82_jpg.rf.dc07396c7d5c5afd05512a28098ee2a0.jpg,640,640,Oily-Skin,387,301,405,405
Image_82_jpg.rf.dc07396c7d5c5afd05512a28098ee2a0.jpg,640,640,Oily-Skin,295,301,315,339
97723bf3c1966b6736962b435dd43bda_jpg.rf.def425e1ce709e358bfc922cc76c9495.jpg,640,640,Dry-Skin,327,288,423,445
levle1_401_png.rf.df772b7741e681bb7ebab84531695960.jpg,640,640,Acne,155,271,191,311
levle1_401_png.rf.df772b7741e681bb7ebab84531695960.jpg,640,640,Acne,393,280,419,314
levle1_401_png.rf.df772b7741e681bb7ebab84531695960.jpg,640,640,Acne,137,478,169,517
levle1_401_png.rf.df772b7741e681bb7ebab84531695960.jpg,640,640,Acne,259,483,293,517
kering_-18-_jpg.rf.df435d15ce8833f72bd7539541ec09a7.jpg,640,640,Dry-Skin,279,201,349,389
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,280,494,303,520
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,344,349,385,375
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,272,388,302,425
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,194,104,212,118
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,278,281,292,291
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,458,297,477,309
60_jpg.rf.df85e0af1bc43b2733bf6061b5b010ca.jpg,640,640,Acne,456,342,472,355
34_jpg.rf.df139b3beac68c6e43a759cb3e9770fd.jpg,640,640,Acne,268,178,287,194
34_jpg.rf.df139b3beac68c6e43a759cb3e9770fd.jpg,640,640,Acne,436,322,457,337
34_jpg.rf.df139b3beac68c6e43a759cb3e9770fd.jpg,640,640,Acne,195,89,219,107
34_jpg.rf.df139b3beac68c6e43a759cb3e9770fd.jpg,640,640,Acne,229,134,246,151
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,427,349,476,400
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,225,352,291,420
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,189,465,234,516
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,115,465,163,518
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,237,483,312,540
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,345,542,382,593
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg_jpg.rf.de6c4ddfe3396bdeb2a20588b0dea526.jpg,640,640,Acne,189,145,243,208
levle2_164_png.rf.df617febdb68acfab5facd87cbeca55a.jpg,640,640,Acne,429,520,463,552
levle2_164_png.rf.df617febdb68acfab5facd87cbeca55a.jpg,640,640,Acne,507,534,536,561
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,313,186,343,257
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,279,337,328,421
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,378,329,403,433
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,272,164,294,220
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,363,188,384,220
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,328,121,349,161
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,249,342,270,416
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,640,640,Dry-Skin,309,470,344,495
154_jpg.rf.dfad1f9bd5529d0d64312a8aaf3d33aa.jpg,640,640,Dry-Skin,389,221,442,262
154_jpg.rf.dfad1f9bd5529d0d64312a8aaf3d33aa.jpg,640,640,Dry-Skin,243,224,274,253
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,640,640,Dry-Skin,229,220,279,281
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,640,640,Dry-Skin,373,340,427,429
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,640,640,Dry-Skin,402,190,437,255
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,640,640,Dry-Skin,263,101,364,161
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,640,640,Dry-Skin,245,326,306,448
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,257,86,265,90
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,294,126,302,133
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,285,124,293,128
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,264,100,269,104
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,260,108,267,113
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,224,134,241,141
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,246,141,255,145
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,259,143,268,147
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,313,157,322,162
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,324,150,334,156
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,320,127,338,137
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,230,158,235,165
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,223,170,231,178
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,240,194,250,200
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,378,179,387,185
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,329,159,339,165
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,285,152,294,160
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,310,192,321,199
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,219,308,227,312
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,154,314,159,321
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,155,323,160,327
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,182,332,199,339
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,218,369,226,376
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,205,358,216,362
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,207,338,216,343
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,197,392,208,401
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,190,377,203,388
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,176,356,180,363
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,262,201,270,209
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,278,190,286,197
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,182,154,193,161
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,137,188,146,198
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,245,95,255,99
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,234,106,244,112
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,234,178,243,184
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,261,176,272,183
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,295,176,305,182
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,218,115,225,120
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,236,116,247,124
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,446,260,454,266
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,446,355,453,364
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,447,343,454,349
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,433,327,445,338
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,445,281,454,294
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,308,148,316,151
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,282,112,290,118
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,281,136,290,147
661_jpg.rf.dfbcfa2e27deedb38d089d11adc77687.jpg,640,640,Acne,240,157,248,162
671_jpg.rf.e0b72bd05517bdca562f3e4b29dccff3.jpg,640,640,Acne,338,309,354,321
671_jpg.rf.e0b72bd05517bdca562f3e4b29dccff3.jpg,640,640,Wrinkles,258,363,289,384
671_jpg.rf.e0b72bd05517bdca562f3e4b29dccff3.jpg,640,640,Wrinkles,250,320,276,359
acne-744-_jpg.rf.e0ec767282332e13cc75bcf0bb9cc4cd.jpg,640,640,Acne,20,17,604,627
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,279,235,395,377
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,405,151,515,289
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,147,80,218,322
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,232,454,235,464
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,460,63,462,65
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,428,44,537,128
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,292,65,379,196
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,232,417,359,534
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,521,123,570,297
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,145,335,428,567
kering__-17-_JPG.rf.e08cf4407a0740ea99488d0a85774d5b.jpg,640,640,Dry-Skin,267,579,437,640
387_jpg.rf.e0b02e66cff909c5a7dd3da530ce3d90.jpg,640,640,Acne,317,305,331,317
387_jpg.rf.e0b02e66cff909c5a7dd3da530ce3d90.jpg,640,640,Acne,176,111,195,121
387_jpg.rf.e0b02e66cff909c5a7dd3da530ce3d90.jpg,640,640,Acne,235,181,257,191
387_jpg.rf.e0b02e66cff909c5a7dd3da530ce3d90.jpg,640,640,Acne,247,101,259,113
387_jpg.rf.e0b02e66cff909c5a7dd3da530ce3d90.jpg,640,640,Acne,225,422,245,435
Image_145_jpg.rf.e11402d7b3a98bbe4a46e43fca06ba3e.jpg,640,640,Acne,284,0,640,419
Image_145_jpg.rf.e11402d7b3a98bbe4a46e43fca06ba3e.jpg,640,640,Acne,76,403,405,640
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,207,201,236,234
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,334,306,362,331
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,314,556,347,589
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,195,603,233,628
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,279,617,298,634
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,292,622,311,640
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,82,523,104,553
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,214,586,238,602
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,300,584,317,598
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,272,522,292,538
levle1_64_jpg.rf.e13a8a2bb86ae15d245f9642bbcd995d.jpg,640,640,Acne,275,457,299,480
levle1_564_jpg.rf.e1b8d1f83f77b3d6908cb579e676fc6c.jpg,640,640,Acne,469,436,496,462
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,180,371,205,395
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,99,368,159,405
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,91,400,157,455
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,240,422,264,448
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,187,451,230,480
levle1_176_jpg.rf.e1f8a5b4367a624f7e167a3a518cf97d.jpg,640,640,Acne,246,467,279,496
kering_-71-_jpg.rf.e1c426dd21b79f044a9a06204d54a202.jpg,640,640,Dry-Skin,109,83,464,295
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,407,189,510,328
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,223,286,375,456
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,268,125,328,280
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,400,329,509,519
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,513,326,588,428
berminyak__-57-_JPG.rf.e1d682114266858eee07f92973ec4507.jpg,640,640,Oily-Skin,529,239,583,362
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,175,292,214,594
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,267,493,401,640
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,263,0,284,179
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,354,0,466,179
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,480,233,563,579
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,188,214,265,456
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,531,0,611,193
kering__-28-_jpg.rf.e1d44dd3939d1954c2ddb915acbf81e1.jpg,640,640,Dry-Skin,221,28,287,291
levle1_362_jpg.rf.e1fe23573a8c9d39b5115e81d4e5936f.jpg,640,640,Acne,385,504,439,532
levle1_362_jpg.rf.e1fe23573a8c9d39b5115e81d4e5936f.jpg,640,640,Acne,422,523,463,556
levle1_362_jpg.rf.e1fe23573a8c9d39b5115e81d4e5936f.jpg,640,640,Acne,287,528,319,556
levle1_362_jpg.rf.e1fe23573a8c9d39b5115e81d4e5936f.jpg,640,640,Acne,330,540,360,564
levle1_597_jpg.rf.e29f9f356ca812589939452892014b9b.jpg,640,640,Acne,212,394,250,428
levle0_334_jpg.rf.e2971b08456d5de3acf756d52ab5be85.jpg,640,640,Acne,394,556,418,573
levle0_334_jpg.rf.e2971b08456d5de3acf756d52ab5be85.jpg,640,640,Acne,322,578,351,600
berminyak__-23-_jpg.rf.e263b68f906df5ece0e8fd37656a0859.jpg,640,640,Dry-Skin,21,41,77,141
berminyak__-23-_jpg.rf.e263b68f906df5ece0e8fd37656a0859.jpg,640,640,Dry-Skin,179,37,268,281
berminyak__-23-_jpg.rf.e263b68f906df5ece0e8fd37656a0859.jpg,640,640,Dry-Skin,228,285,368,556
berminyak__-23-_jpg.rf.e263b68f906df5ece0e8fd37656a0859.jpg,640,640,Dry-Skin,46,98,104,335
